State,Region Type,Region,Time,Frequency,Country of Birth of Person,Sex,Value,Flags
"Australian Capital Territory","Statistical Area Level 2","Theodore","2011","Annual","Korea, Republic of (South)","Persons",3,
"Australian Capital Territory","Statistical Area Level 2","Tuggeranong","2011","Annual","Korea, Republic of (South)","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Wanniassa","2011","Annual","Korea, Republic of (South)","Persons",22,
"Australian Capital Territory","Statistical Area Level 3","Weston Creek","2011","Annual","Korea, Republic of (South)","Persons",32,
"Australian Capital Territory","Statistical Area Level 2","Chapman","2011","Annual","Korea, Republic of (South)","Persons",3,
"Australian Capital Territory","Statistical Area Level 2","Duffy","2011","Annual","Korea, Republic of (South)","Persons",3,
"Australian Capital Territory","Statistical Area Level 2","Fisher","2011","Annual","Korea, Republic of (South)","Persons",3,
"Australian Capital Territory","Statistical Area Level 2","Holder","2011","Annual","Korea, Republic of (South)","Persons",4,
"Australian Capital Territory","Statistical Area Level 2","Rivett","2011","Annual","Korea, Republic of (South)","Persons",3,
"Australian Capital Territory","Statistical Area Level 2","Stirling","2011","Annual","Korea, Republic of (South)","Persons",11,
"Australian Capital Territory","Statistical Area Level 2","Waramanga","2011","Annual","Korea, Republic of (South)","Persons",7,
"Australian Capital Territory","Statistical Area Level 2","Weston","2011","Annual","Korea, Republic of (South)","Persons",3,
"Australian Capital Territory","Statistical Area Level 3","Woden","2011","Annual","Korea, Republic of (South)","Persons",145,
"Australian Capital Territory","Statistical Area Level 2","Chifley","2011","Annual","Korea, Republic of (South)","Persons",12,
"Australian Capital Territory","Statistical Area Level 2","Curtin","2011","Annual","Korea, Republic of (South)","Persons",16,
"Australian Capital Territory","Statistical Area Level 2","Farrer","2011","Annual","Korea, Republic of (South)","Persons",6,
"Australian Capital Territory","Statistical Area Level 2","Garran","2011","Annual","Korea, Republic of (South)","Persons",15,
"Australian Capital Territory","Statistical Area Level 2","Hughes","2011","Annual","Korea, Republic of (South)","Persons",25,
"Australian Capital Territory","Statistical Area Level 2","Isaacs","2011","Annual","Korea, Republic of (South)","Persons",6,
"Australian Capital Territory","Statistical Area Level 2","Lyons (ACT)","2011","Annual","Korea, Republic of (South)","Persons",17,
"Australian Capital Territory","Statistical Area Level 2","Mawson","2011","Annual","Korea, Republic of (South)","Persons",10,
"Australian Capital Territory","Statistical Area Level 2","O'Malley","2011","Annual","Korea, Republic of (South)","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Pearce","2011","Annual","Korea, Republic of (South)","Persons",13,
"Australian Capital Territory","Statistical Area Level 2","Phillip","2011","Annual","Korea, Republic of (South)","Persons",14,
"Australian Capital Territory","Statistical Area Level 2","Torrens","2011","Annual","Korea, Republic of (South)","Persons",13,
"Australian Capital Territory","Statistical Area Level 4","Migratory - Offshore - Shipping (ACT)","2011","Annual","Korea, Republic of (South)","Persons",3,
"Australian Capital Territory","Statistical Area Level 3","Migratory - Offshore - Shipping (ACT)","2011","Annual","Korea, Republic of (South)","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Migratory - Offshore - Shipping (ACT)","2011","Annual","Korea, Republic of (South)","Persons",0,
"Australian Capital Territory","Statistical Area Level 4","Special Purpose Codes SA4 (ACT)","2011","Annual","Korea, Republic of (South)","Persons",0,
"Australian Capital Territory","Statistical Area Level 3","Special Purpose Codes SA3 (ACT)","2011","Annual","Korea, Republic of (South)","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","No usual address (ACT)","2011","Annual","Korea, Republic of (South)","Persons",0,
"Australian Capital Territory","States and Territories","Australian Capital Territory","2011","Annual","Lebanon","Persons",385,
"Australian Capital Territory","Statistical Area Level 4","Australian Capital Territory","2011","Annual","Lebanon","Persons",385,
"Australian Capital Territory","Statistical Area Level 3","Belconnen","2011","Annual","Lebanon","Persons",80,
"Australian Capital Territory","Statistical Area Level 2","Aranda","2011","Annual","Lebanon","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Belconnen","2011","Annual","Lebanon","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Bruce","2011","Annual","Lebanon","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Charnwood","2011","Annual","Lebanon","Persons",10,
"Australian Capital Territory","Statistical Area Level 2","Cook","2011","Annual","Lebanon","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Dunlop","2011","Annual","Lebanon","Persons",10,
"Australian Capital Territory","Statistical Area Level 2","Evatt","2011","Annual","Lebanon","Persons",3,
"Australian Capital Territory","Statistical Area Level 2","Florey","2011","Annual","Lebanon","Persons",8,
"Australian Capital Territory","Statistical Area Level 2","Flynn (ACT)","2011","Annual","Lebanon","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Fraser","2011","Annual","Lebanon","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Giralang","2011","Annual","Lebanon","Persons",6,
"Australian Capital Territory","Statistical Area Level 2","Gooromon","2011","Annual","Lebanon","Persons",0,
